Account,date,Daily_PnL,Gross_PnL,Total_Trades,Winning_Trades,PnL_Trades,Avg_Trade_Size_USD,Total_Volume_USD,Max_Trade_Size,Total_Fees,Long_Trades,Short_Trades,Win_Rate,Long_Short_Ratio,Leverage_Proxy,Sentiment,classification,FG_Value,Cum_PnL,Running_Max,Drawdown,Seg_Leverage,Seg_Frequency,Seg_Consistency
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,539.693067,562.1943200000001,19,19,19,3383.65,64289.35,11999.58,22.501253,0,19,1.0,0.0,1.1183617938691546,Fear,Fear,30,49638.70652538,49638.70652538,0.0,High Leverage,Infrequent,Consistent Winner
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,-7.8515e-05,0.0,21,0,0,3060.3452380952376,64267.24999999999,34290.24,7.8515e-05,20,1,,10.0,1.0115033145671435,Fear,Fear,34,49638.706446865006,49638.70652538,-7.851499685784802e-05,High Leverage,Infrequent,Consistent Winner
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,104.115634,110.553364,19,19,19,3388.287368421053,64377.46000000001,30143.65,6.43773,0,19,1.0,0.0,1.1198945338588702,Fear,Extreme Fear,18,49742.822080865,49742.822080865,0.0,High Leverage,Infrequent,Consistent Winner
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,-8.1782e-05,0.0,6,0,0,10728.526666666667,64371.16,15908.64,8.1782e-05,5,1,,5.0,3.5459856452370646,Fear,Fear,39,49742.821999083004,49742.822080865,-8.178199641406536e-05,High Leverage,Infrequent,Consistent Winner
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3577.151068,3593.989207,27,27,27,2517.1996296296297,67964.39,8221.61,16.838139,0,27,1.0,0.0,0.8319831818655488,Fear,Fear,43,53319.973067083,53319.973067083,0.0,High Leverage,Infrequent,Consistent Winner
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,0.0,1,0,0,0.69,0.69,0.69,0.0,0,1,,0.0,0.0002280583505296696,Neutral,Neutral,45,53319.973067083,53319.973067083,0.0,High Leverage,Infrequent,Consistent Winner
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,-76.264613,0.0,45,0,0,10673.925777777777,480326.66,74103.39,76.264613,0,45,,0.0,2.295587272685206,Greed,Greed,72,-76.264613,-76.264613,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1745.3572840000002,1762.46,10,10,10,6750.81,67508.1,15331.94,17.102716,10,0,1.0,10.0,1.451862589168423,Greed,Extreme Greed,83,1669.092671,1669.092671,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,13.478352999999998,27.63736,20,11,11,3976.0629999999996,79521.26,13975.0,14.159007,2,18,1.0,0.1111111111111111,0.855111775013186,Greed,Extreme Greed,87,1682.571024,1682.571024,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,-13.568712,0.0,44,0,0,3081.5213636363637,135586.94,30001.6,13.568712,0,44,,0.0,0.6627272261531432,Greed,Extreme Greed,81,1669.002312,1682.571024,-13.568712000000005,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2222.818683,2229.5212300000003,4,4,4,4987.015,19948.06,9462.94,6.702547,4,0,1.0,10.0,1.07253211246084,Greed,Extreme Greed,75,3891.820995,3891.820995,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12080.340002,12082.95,2,2,2,13593.75,27187.5,19362.21,2.609998,2,0,1.0,10.0,2.9235391118263214,Greed,Greed,70,15972.160997,15972.160997,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,-2.897994,0.0,7,0,0,4312.501428571429,30187.510000000002,18000.2,2.897994,0,7,,0.0,0.9274678875391601,Greed,Greed,73,15969.263003,15972.160997,-2.8979940000008355,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,-7.216085,0.0,12,0,0,2966.789166666667,35601.47,13488.92,7.216085,0,12,,0.0,0.6380523523893421,Greed,Greed,70,15962.046918,15972.160997,-10.114079000000856,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,-9.303358000000001,0.0,2,0,0,48455.0,96910.0,96450.65,9.303358000000001,0,2,,0.0,10.420971966053841,Greed,Greed,70,15952.74356,15972.160997,-19.417437000000064,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,-5.304123000000001,0.0,30,0,0,1508.392,45251.76,9522.06,5.304123000000001,0,30,,0.0,0.32440224426416026,Greed,Extreme Greed,75,15947.439437,15972.160997,-24.721559999999954,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,-4.9549009999999996,0.0,5,0,0,10322.714,51613.57,35653.57,4.9549009999999996,0,5,,0.0,2.2200539306076053,Fear,Fear,44,15942.484536000002,15972.160997,-29.676460999999108,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,-5.39327,0.0,12,0,0,2078.9283333333333,24947.14,12493.14,5.39327,0,12,,0.0,0.447104610073299,Neutral,Neutral,48,15937.091266000001,15972.160997,-35.06973099999959,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11880.091612,11894.061848,11,11,11,5318.463636363636,58503.1,13999.01,13.970236,11,0,1.0,10.0,1.1438150955943087,Fear,Fear,28,27817.182878,27817.182878,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9434.75608,9461.082288,61,3,3,2446.7424590163937,149251.29,50000.6,26.326207999999998,3,58,1.0,0.05172413793103448,0.5262085352092349,Fear,Extreme Fear,24,37251.938958,37251.938958,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16014.833169999998,16017.255710000001,8,8,8,1201.78,9614.24,4681.13,2.42254,8,0,1.0,10.0,0.25846075099296634,Fear,Fear,27,53266.772128,53266.772128,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74279.955921,74293.663505,25,25,25,3134.3723999999997,78359.31,23999.35,13.707583999999999,25,0,1.0,10.0,0.674093631443048,Neutral,Neutral,46,127546.728049,127546.728049,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63004.937961999996,63015.976505,5,5,5,22996.97,114984.85,32210.0,11.038543,4,1,1.0,4.0,4.945842114831931,Fear,Fear,34,190551.666011,190551.666011,0.0,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,-16.256326979,0.0,58,0,0,5839.154827586207,338670.98,59936.77,16.256326979,21,37,,0.5675675675675675,1.2557975185991912,Fear,Fear,32,190535.409684021,190551.666011,-16.256326978997095,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,-9.55458,0.0,11,0,0,9047.907272727272,99526.98,31240.0,9.55458,0,11,,0.0,1.945887690445683,Neutral,Neutral,46,190525.855104021,190551.666011,-25.810906978993444,High Leverage,Infrequent,Mixed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8711.770539000001,8720.984286,11,11,11,4002.4445454545453,44026.89,17165.77,9.213747,11,0,1.0,10.0,0.8607855206659153,Fear,Fear,39,199237.625643021,199237.625643021,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,-117.08919,0.0,20,0,0,2436.6825,48733.65,8099.4,117.08919,20,0,,10.0,3.0612711492742286,Greed,Greed,66,-117.08919,-117.08919,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,-136.01682,0.0,68,0,0,753.8510294117647,51261.869999999995,7970.4,136.01682,68,0,,10.0,0.9470837530900778,Greed,Greed,72,-253.10601,-117.08919,-136.01682,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,-7.235789,0.0,3,0,0,7722.796666666666,23168.39,19675.81,7.235789,3,0,,10.0,9.70236156223794,Greed,Greed,64,-260.341799,-117.08919,-143.25260899999998,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,57478.456026,8,8,8,21188.46875,169507.75,54060.24,0.0,0,8,1.0,0.0,26.619655240957155,Greed,Greed,60,57218.114227,57218.114227,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88060.437685,88084.992348,229,229,229,1072.2595633187773,245547.44,7897.73,24.554663,0,229,1.0,0.0,1.3471091394636585,Greed,Greed,71,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,0.0,2,0,0,0.335,0.67,0.64,0.0,0,2,,0.0,0.0004208697009178942,Greed,Greed,69,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,0.0,1,0,0,0.94,0.94,0.94,0.0,0,1,,0.0,0.0011809478175009568,Greed,Greed,68,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,0.0,1,0,0,0.12,0.12,0.12,0.0,0,1,,0.0,0.00015075929585118598,Neutral,Neutral,48,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,0.0,1,0,0,0.68,0.68,0.68,0.0,0,1,,0.0,0.0008543026764900539,Fear,Fear,40,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,0.0,1,0,0,0.61,0.61,0.61,0.0,0,1,,0.0,0.0007663597539101953,Fear,Fear,25,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,0.0,1,0,0,0.67,0.67,0.67,0.0,0,1,,0.0,0.0008417394018357884,Fear,Fear,31,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,0.0,1,0,0,0.53,0.53,0.53,0.0,0,1,,0.0,0.0006658535566760714,Fear,Fear,30,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,0.0,1,0,0,0.62,0.62,0.62,0.0,0,1,,0.0,0.0007789230285644609,Fear,Fear,34,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,0.0,1,0,0,0.96,0.96,0.96,0.0,0,1,,0.0,0.0012060743668094879,Fear,Fear,29,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,0.0,1,0,0,0.54,0.54,0.54,0.0,0,1,,0.0,0.000678416831330337,Fear,Fear,37,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,0.0,1,0,0,0.65,0.65,0.65,0.0,0,1,,0.0,0.0008166128525272574,Neutral,Neutral,50,145278.551912,145278.551912,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36107.592489,36165.56933,23,23,23,7202.092173913044,165648.12,22647.82,57.976841,0,23,1.0,0.0,9.048186206620564,Neutral,Neutral,54,181386.144401,181386.144401,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,0.0,1,0,0,0.61,0.61,0.61,0.0,0,1,,0.0,0.0007663597539101953,Neutral,Neutral,49,181386.144401,181386.144401,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.0,1,0,0,0.73,0.73,0.73,0.0,0,1,,0.0,0.0009171190497613813,Fear,Fear,32,181386.144401,181386.144401,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124241.448912,124284.948775,15,15,15,8285.689333333334,124285.34,30000.0,43.499863,0,15,1.0,0.0,10.409539079458467,Greed,Extreme Greed,78,305627.593313,305627.593313,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5567.213555,5615.052102,93,24,24,4485.160645161291,417119.94,35588.5,47.838547,69,24,1.0,2.875,5.634830505366393,Fear,Fear,44,311194.806868,311194.806868,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22641.042288,22795.8104,108,45,45,4261.555092592593,460247.95,68162.13,154.768112,63,45,1.0,1.4,5.353908708252457,Neutral,Neutral,46,333835.849156,333835.849156,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82078.651503,82117.04336,255,255,255,1500.5277647058824,382634.58,32341.09,38.391857,0,255,1.0,0.0,1.8851542434351076,Greed,Greed,55,415914.500659,415914.500659,0.0,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,-44.005053,0.0,79,0,0,5570.2651898734175,440050.95,112740.0,44.005053,79,0,,10.0,6.998077147747409,Fear,Extreme Fear,18,415870.495606,415914.500659,-44.00505300000077,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,-9.604321,0.0,78,0,0,1231.3267948717948,96043.49,3261.21,9.604321,0,78,,0.0,1.5469496713130793,Fear,Fear,29,415860.891285,415914.500659,-53.609373999992386,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,-8.784419,0.0,58,0,0,1514.5613793103448,87844.56,3000.38,8.784419,0,58,,0.0,1.9027850589019049,Fear,Fear,33,415852.106866,415914.500659,-62.39379300002474,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,-11.06274,0.0,132,0,0,838.0906060606061,110627.96,3333.59,11.06274,0,132,,0.0,1.0529162469099222,Greed,Greed,65,415841.044126,415914.500659,-73.45653299998958,High Leverage,Infrequent,Mixed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,-46.178716,0.0,54,0,0,2655.1648148148147,143378.9,19887.3,46.178716,0,54,,0.0,3.3357564820860506,Greed,Greed,60,415794.86541,415914.500659,-119.63524899998447,High Leverage,Infrequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.46131347,8.570313,8,1,1,249.58375,1996.67,340.0,0.10899953,7,1,1.0,7.0,0.5099070878187607,Greed,Extreme Greed,84,8.46131347,8.46131347,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.15663106,197.422418,4,2,2,358.71500000000003,1434.8600000000001,479.4,0.26578693999999997,2,2,1.0,1.0,0.7328655050936079,Greed,Extreme Greed,81,205.61794453,205.61794453,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,28.493558970000002,30.727222,42,1,1,330.0188095238095,13860.79,1663.45,2.2336630299999998,26,16,1.0,1.625,0.6742383271735439,Greed,Extreme Greed,76,234.1115035,234.1115035,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,889.1365218599999,910.584797,102,14,28,795.8152941176471,81173.16,7501.19,21.44827514,39,63,0.5,0.6190476190476191,1.6258745173319977,Greed,Extreme Greed,78,1123.24802536,1123.24802536,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3125.44152897,3174.023699,290,106,118,587.6594137931035,170421.23,2932.71,48.58217003,145,145,0.8983050847457628,1.0,1.2006058099396353,Greed,Extreme Greed,84,4248.68955433,4248.68955433,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,492.54557528,514.886454,108,32,38,1009.2267592592593,108996.49,12499.67,22.34087872,61,47,0.8421052631578947,1.297872340425532,2.061880542153303,Greed,Greed,72,4741.23512961,4741.23512961,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1009.8512607499999,1040.616939,180,63,74,580.1653888888889,104429.77,2703.42,30.76567825,83,97,0.8513513513513513,0.8556701030927835,1.1852952922679145,Greed,Extreme Greed,75,5751.086390359999,5751.086390359999,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,218.99936835,227.072158,69,25,27,423.3769565217391,29213.01,2606.34,8.07278965,33,36,0.9259259259259259,0.9166666666666666,0.8649718218817133,Greed,Extreme Greed,79,5970.08575871,5970.08575871,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,306.02609932,311.290605,55,19,22,399.53854545454544,21974.62,1500.0,5.26450568,32,23,0.8636363636363636,1.391304347826087,0.8162692330092437,Greed,Extreme Greed,78,6276.11185803,6276.11185803,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1452.15442097,1474.670598,182,67,76,512.06510989011,93195.85,4044.52,22.51617703,109,73,0.881578947368421,1.4931506849315068,1.0461643795225437,Greed,Extreme Greed,78,7728.2662789999995,7728.2662789999995,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1131.1737451,1157.689489,325,109,110,307.6034769230769,99971.13,2413.26,26.5157439,117,208,0.990909090909091,0.5625,0.6284431302950273,Greed,Greed,74,8859.4400241,8859.4400241,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,552.3277595,574.398074,159,46,61,458.38842767295597,72883.76,2253.48,22.0703145,75,84,0.7540983606557377,0.8928571428571429,0.9365013076553966,Greed,Extreme Greed,83,9411.7677836,9411.7677836,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,561.97724092,587.630504,148,52,59,573.9341216216217,84942.25,3228.66,25.65326308,78,70,0.8813559322033898,1.1142857142857143,1.1725646263264315,Greed,Extreme Greed,76,9973.74502452,9973.74502452,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1169.27827948,1178.021061,62,28,32,488.356935483871,30278.13,1883.01,8.74278152,36,26,0.875,1.3846153846153846,0.9977278680550118,Greed,Extreme Greed,83,11143.023304,11143.023304,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10280.63606398,10303.889423,181,73,73,622.4760773480663,112668.17,7500.69,23.25335902,94,87,1.0,1.0804597701149425,1.2717372979506802,Greed,Extreme Greed,80,21423.65936798,21423.65936798,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,317.36664893,333.398209,92,27,32,574.7419565217391,52876.26,2528.59,16.03156007,36,56,0.84375,0.6428571428571429,1.174215057259364,Greed,Extreme Greed,83,21741.02601691,21741.02601691,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,20972.13944331,21172.081622,396,116,141,327.79242424242426,129805.8,4999.76,199.94217869000002,149,247,0.8226950354609929,0.6032388663967612,0.669689755260534,Greed,Extreme Greed,87,42713.16546022,42713.16546022,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3292.92286413,3311.822419,226,47,83,380.76508849557524,86052.91,2499.74,18.89955487,117,109,0.5662650602409639,1.073394495412844,0.7779144973093459,Greed,Extreme Greed,81,46006.08832435,46006.08832435,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3477.042298,3491.018544,135,63,64,427.7865185185185,57751.18,2680.14,13.976246,74,61,0.984375,1.2131147540983607,0.8739806893113198,Greed,Extreme Greed,75,49483.13062235,49483.13062235,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6030.5333698,6049.6938279999995,128,54,56,718.267421875,91938.23,4134.49,19.1604582,70,58,0.9642857142857143,1.206896551724138,1.4674418881973303,Greed,Greed,74,55513.66399215,55513.66399215,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7427.78654703,7454.276452,229,86,95,475.0544978165939,108787.48,2973.3,26.48990497,66,163,0.9052631578947369,0.4049079754601227,0.9705505888779346,Greed,Greed,73,62941.45053918,62941.45053918,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1052.35476584,1063.854341,102,30,45,441.9328431372549,45077.15,1971.07,11.49957516,52,50,0.6666666666666666,1.04,0.902882054843646,Greed,Greed,73,63993.80530502,63993.80530502,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4655.42776043,4704.4420789999995,486,193,230,478.66473251028805,232631.06,4999.77,49.01431857,236,250,0.8391304347826087,0.944,0.9779264066505413,Greed,Greed,70,68649.23306545,68649.23306545,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1495.18551752,1506.989241,121,51,62,393.04826446280987,47558.84,1912.63,11.80372348,56,65,0.8225806451612904,0.8615384615384616,0.8030093942592396,Greed,Greed,73,70144.41858297,70144.41858297,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,259.02378598,271.246809,99,30,40,434.2566666666667,42991.41,2550.28,12.22302302,41,58,0.75,0.7068965517241379,0.8871993960579658,Greed,Greed,73,70403.44236895,70403.44236895,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9112.663404410001,9136.439892,160,56,62,875.6657499999999,140106.52,8986.52,23.77648759,46,114,0.9032258064516129,0.40350877192982454,1.789011393911386,Greed,Extreme Greed,79,79516.10577336,79516.10577336,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1464.83445778,1473.2450880000001,115,70,76,439.5926086956522,50553.15,7148.95,8.41063022,70,45,0.9210526315789473,1.5555555555555556,0.8981008856812674,Greed,Greed,74,80980.94023114,80980.94023114,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,71.100583,74.156745,43,10,10,286.27116279069764,12309.66,2557.58,3.056162,10,33,1.0,0.30303030303030304,0.5848605726338153,Greed,Greed,72,81052.04081414,81052.04081414,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1599.99535281,1609.679253,92,39,39,473.0703260869565,43522.47,4999.95,9.68390019,48,44,1.0,1.0909090909090908,0.9664968665166362,Greed,Greed,73,82652.03616695,82652.03616695,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,233.39153682,240.749155,59,30,31,530.9594915254237,31326.61,2499.92,7.35761818,36,23,0.967741935483871,1.565217391304348,1.0847661679634941,Greed,Greed,65,82885.42770377,82885.42770377,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,86.85327624,97.688169,99,7,14,541.9542424242425,53653.47,3499.86,10.834892759999999,34,65,0.5,0.5230769230769231,1.107228773850734,Greed,Greed,64,82972.28098001001,82972.28098001001,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,15.349222670000001,17.784696,16,3,3,632.90125,10126.42,2198.67,2.4354733299999998,9,7,1.0,1.2857142857142858,1.2930362383943403,Greed,Greed,66,82987.63020268,82987.63020268,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,664.95233563,677.276764,90,43,45,548.5241111111111,49367.17,3407.5,12.32442837,30,60,0.9555555555555556,0.5,1.120651212649225,Greed,Greed,70,83652.58253831,83652.58253831,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,838.3889218300001,846.655814,102,24,46,321.5754901960784,32800.7,1549.23,8.26689217,51,51,0.5217391304347826,1.0,0.6569883725193358,Greed,Greed,74,84490.97146014,84490.97146014,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,62.33336995999999,73.451675,57,15,17,628.7080701754386,35836.36,2596.99,11.11830504,20,37,0.8823529411764706,0.5405405405405406,1.284469446233222,Greed,Greed,73,84553.3048301,84553.3048301,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,4.956907000000004,8.594753,38,4,5,439.9673684210526,16718.76,2500.0,3.637846,1,37,0.8,0.02702702702702703,0.8988665310416352,Greed,Greed,72,84558.2617371,84558.2617371,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,551.23226375,559.643925,84,17,29,414.94607142857143,34855.47,2138.74,8.41166125,27,57,0.5862068965517241,0.47368421052631576,0.8477472707416982,Greed,Extreme Greed,76,85109.49400085,85109.49400085,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,273.80149965,289.257865,40,31,34,1311.98475,52479.39,10577.97,15.45636535,30,10,0.9117647058823529,3.0,2.680424198831554,Greed,Extreme Greed,78,85383.2955005,85383.2955005,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1356.7073016099998,1377.989592,187,59,84,524.9171122994652,98159.5,3746.57,21.28229039,125,62,0.7023809523809523,2.0161290322580645,1.072421405956332,Greed,Greed,70,86740.00280211,86740.00280211,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,270.68252937000005,279.587921,95,18,26,498.5522105263158,47362.46,2499.09,8.90539163,45,50,0.6923076923076923,0.9,1.0185571207864268,Greed,Greed,69,87010.68533148,87010.68533148,0.0,Low Leverage,Frequent,Mixed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-283.96924215,-271.259943,97,26,43,586.3769072164948,56878.56,3278.43,12.70929915,39,58,0.6046511627906976,0.6724137931034483,1.197985610533276,Neutral,Neutral,50,86726.71608933,87010.68533148,-283.9692421499931,Low Leverage,Frequent,Mixed
